,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
1178,8,576,4,15.6,3,73,16,9,73,3,1.91,2153.37
1179,2,25,2,15.6,5,74,4,5,10,3,2.07,650.0
1180,6,158,5,14.0,36,36,8,3,10,3,1.36,1637.0
1181,6,330,1,15.6,3,13,6,3,37,3,1.54,831.0
1182,5,280,2,15.6,3,13,8,3,60,5,1.98,895.01
1183,3,4,2,15.6,5,114,4,5,22,3,2.1,333.0
1184,2,577,2,15.6,6,73,6,7,70,3,2.18,799.0
1185,4,578,4,15.6,6,73,8,12,70,3,2.591,909.0
1186,5,522,5,15.6,9,13,16,4,3,3,2.09,1179.0
1187,3,124,2,15.6,3,3,4,3,15,3,2.23,691.0
1188,5,10,1,13.3,13,83,8,3,10,5,1.23,1099.0
1189,3,421,4,17.3,6,26,16,12,31,3,4.2,2599.0
1190,6,12,4,15.6,6,17,8,7,17,3,2.4,819.0
1191,16,579,5,12.3,40,115,4,8,110,8,1.15,659.0
1192,2,3,2,15.6,5,3,4,5,3,3,1.86,485.0
1193,1,8,1,12.0,7,109,8,6,88,4,0.92,1163.0
1194,5,525,5,13.3,8,3,8,3,3,3,1.6,1199.0
1195,2,580,2,15.6,6,26,12,9,17,3,2.21,1327.0
1196,6,581,2,15.6,5,10,4,7,12,2,1.9,368.0
1197,4,582,4,17.3,6,73,16,18,51,3,4.3,2150.0
1198,3,4,2,15.6,5,114,4,7,22,5,2.1,272.0
1199,8,583,4,17.3,3,26,16,12,24,3,2.43,2048.9
1200,5,84,2,15.6,5,51,4,1,78,3,2.3,499.0
1201,6,567,2,15.6,5,45,8,5,28,2,2.2,629.0
1202,5,105,5,15.6,9,8,16,4,9,3,2.0,1285.0
1203,5,10,1,13.3,13,13,16,4,3,3,1.2,2680.0
1204,4,584,4,15.6,3,73,8,7,24,3,2.2,1169.0
1205,5,84,2,15.6,3,3,8,3,38,3,2.36,889.0
1206,2,585,2,15.6,5,3,8,3,3,3,1.91,579.0
1207,6,56,2,15.6,5,116,4,5,71,3,2.2,299.0
1208,3,586,2,17.3,19,51,8,7,15,3,3.3,629.0
1209,4,32,4,15.6,3,26,16,12,31,3,2.2,2449.0
1210,1,8,1,12.0,7,96,8,32,41,4,0.92,1279.0
1211,4,587,2,15.6,3,26,16,9,24,3,2.2,1749.0
1212,8,459,4,17.3,6,73,16,12,24,3,2.43,1948.99
1213,5,492,5,15.6,8,3,8,3,3,3,2.191,999.0
1214,4,209,4,17.3,3,26,16,12,24,3,2.9,1949.0
1215,3,588,3,11.6,5,52,2,14,21,8,1.3,174.0
1216,3,589,2,17.3,19,10,4,7,15,3,3.3,598.0
1217,6,130,2,17.3,19,3,8,7,3,2,2.8,539.0
1218,6,352,4,15.6,6,73,8,9,74,3,2.6,1272.0
1219,3,590,5,14.0,8,67,8,3,13,3,1.2,1149.0
1220,6,591,2,15.6,6,50,8,3,10,3,2.3,1529.0
1221,8,592,4,15.6,3,73,8,9,24,3,2.2,1476.11
1222,2,593,2,15.6,3,59,6,7,19,3,2.1,529.0
1223,5,594,1,12.5,9,83,8,3,10,9,1.26,1713.37
1224,5,522,5,15.0,9,15,4,5,3,3,2.08,509.0
1225,4,595,2,15.6,5,58,4,7,58,3,2.65,309.0
1226,5,10,1,13.3,13,13,8,3,3,3,1.29,1477.0
1227,5,156,2,15.6,5,3,4,7,10,5,2.18,521.86
1228,6,352,4,15.6,8,73,16,9,70,3,2.6,1029.0
1229,8,596,4,15.6,3,26,8,9,17,3,2.2,1149.0
1230,6,75,3,12.5,8,113,16,4,10,3,1.3,1650.0
1231,14,121,4,14.0,3,26,16,19,24,3,1.95,3499.0
1232,5,7,2,15.6,22,15,8,7,3,3,2.3,469.01
1233,8,597,4,17.3,3,26,16,12,24,3,2.7,1598.0
1234,1,16,1,11.6,5,19,4,6,2,4,1.08,959.0
1235,2,598,2,15.6,3,10,4,7,10,3,2.1,478.0
1236,2,101,1,14.0,28,45,8,3,10,9,1.54,2198.19
1237,5,546,2,15.6,5,36,4,5,10,9,2.24,737.0
1238,8,599,4,15.6,3,73,8,9,70,3,2.3,1169.0
1239,6,180,2,13.3,6,13,16,4,3,3,1.4,1499.0
1240,6,194,2,15.6,3,61,6,3,19,3,2.2,597.57
1241,4,600,1,13.3,3,45,8,3,10,3,1.45,1280.0
1242,3,248,2,15.6,5,51,4,5,10,5,2.4,361.8
1243,5,601,5,17.3,9,13,16,4,15,3,2.77,1799.0
1244,2,101,2,14.0,3,36,4,3,10,9,1.54,1099.99
1245,4,602,4,15.6,6,26,16,12,32,3,2.5,1600.0
1246,5,236,2,14.0,5,3,4,5,3,3,1.6,875.0
1247,4,603,4,15.6,6,73,16,12,31,3,2.34,2325.0
1248,6,604,2,15.6,6,3,8,3,3,2,2.3,573.0
1249,5,10,5,13.3,13,42,8,3,13,3,1.24,1813.0
1250,5,193,2,15.6,5,58,4,5,21,5,2.2,324.0
1251,2,13,2,15.6,5,23,4,5,29,3,1.86,399.0
1252,6,567,2,15.6,3,74,6,1,28,3,2.4,569.0
1253,6,605,2,14.0,6,36,8,3,10,3,1.9,1072.0
1254,5,193,2,15.6,5,111,4,5,21,3,2.2,443.99
1255,4,606,2,15.6,5,24,4,7,22,3,2.0,339.0
1256,4,607,4,17.3,6,73,16,9,73,3,4.0,1900.0
1257,5,156,2,15.6,5,10,4,5,10,3,2.29,490.0
1258,6,608,2,15.6,3,45,8,17,102,9,2.32,895.0
1259,8,609,4,15.6,3,73,8,9,70,3,2.4,1229.0
1260,6,610,5,14.0,9,36,4,1,10,3,1.8,833.01
1261,4,611,1,13.3,6,117,8,4,41,3,1.2,729.0
1262,5,7,2,15.6,5,15,6,7,3,3,2.3,459.0
1263,3,612,2,15.6,5,31,4,5,16,5,2.4,289.0
1264,5,193,2,15.6,5,86,2,5,21,3,2.2,379.0
1265,6,352,2,15.6,6,73,8,7,70,3,2.6,899.0
1266,2,613,2,15.6,3,118,6,17,78,3,2.04,549.99
1267,5,7,2,15.6,5,13,8,7,12,5,2.3,805.99
1268,2,614,3,11.6,5,31,2,8,16,3,1.17,209.0
1269,4,615,2,15.6,5,45,4,5,37,3,2.2,720.32
1270,6,616,5,14.0,8,45,4,1,10,3,1.8,638.0
1271,6,405,5,13.3,31,45,16,4,10,3,1.3,1499.0
1272,6,343,2,14.0,5,86,2,11,21,3,1.5,229.0
1273,2,617,2,15.6,5,45,6,7,102,3,2.19,764.0
1274,4,618,2,15.6,5,86,4,5,21,3,2.2,369.0
